ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,enq_conv,buy_conv,tot_conv,enqconval,buyconval,total_conval,ROAS
1314378,1178,179945,30-39,2,107,866355,139,200.8299961,11,5,16,55,500,555,2.763531399
1314379,1178,179946,30-39,2,108,502710,72,105.2199969,8,2,10,40,200,240,2.280935251
1314380,1178,179947,30-39,2,109,475184,88,127.3200028,4,1,5,20,100,120,0.942507048
1314381,1178,179948,30-39,2,110,357401,47,68.67000008,8,1,9,40,100,140,2.038735981
1314382,1178,179949,30-39,2,111,99810,14,20.05000019,2,0,2,10,0,10,0.498753112
1314383,1178,179950,30-39,2,112,81569,6,9.409999967,3,1,4,15,100,115,12.22104149
1314384,1178,179951,30-39,2,113,441192,53,77.59999979,6,2,8,30,200,230,2.963917534
1314385,1178,179952,30-39,2,114,90470,11,16.73000002,1,1,2,5,100,105,6.27615062
1314386,1178,179953,40-49,2,100,834243,166,246.7499975,18,7,25,90,700,790,3.201621106
1314387,1178,179954,40-49,2,101,696612,152,223.1899948,31,9,40,155,900,1055,4.726914398
1314388,1178,179955,40-49,2,102,329333,48,67.60999918,1,0,1,5,0,5,0.073953558
1314389,1178,179956,40-49,2,103,1114711,224,319.0000019,6,0,6,30,0,30,0.094043887
1314390,1178,179957,40-49,2,104,267316,58,82.92999887,3,0,3,15,0,15,0.18087544
1314391,1178,179958,40-49,2,105,228629,38,57,2,0,2,10,0,10,0.175438596
1314392,1178,179959,40-49,2,106,758340,159,233.110002,13,4,17,65,400,465,1.994766402
1314393,1178,179960,40-49,2,107,877535,149,217.7799966,5,2,7,25,200,225,1.033152739
1314394,1178,179961,40-49,2,108,1357386,223,323.0600071,10,1,11,50,100,150,0.464310025
1314395,1178,179962,40-49,2,109,280240,61,87.99000168,2,2,4,10,200,210,2.386634799
1314396,1178,179963,40-49,2,110,419922,75,105.4500008,3,1,4,15,100,115,1.09056424
1314397,1178,179964,40-49,2,111,402975,83,120.8999977,1,0,1,5,0,5,0.041356494
1314398,1178,179965,40-49,2,112,1137635,211,301.0499992,30,10,40,150,1000,1150,3.819963471
1314400,1178,179967,40-49,2,114,250234,40,62.31999922,4,1,5,20,100,120,1.925545595
1314401,1178,179968,50-59,2,100,904907,195,279.219995,11,1,12,55,100,155,0.555117838
1314402,1178,179969,50-59,2,101,589270,107,158.0500023,10,4,14,50,400,450,2.847200212
1314403,1178,179970,50-59,2,102,168714,24,36.01000071,2,2,4,10,200,210,5.831713298
1314404,1178,179971,50-59,2,103,71982,11,16.34000051,1,0,1,5,0,5,0.305997542
1314405,1178,179972,50-59,2,104,558666,110,162.6399975,14,5,19,70,500,570,3.504672951
1314406,1178,179973,50-59,2,105,1118200,235,333.7499943,11,4,15,55,400,455,1.363295903
1314407,1178,179974,50-59,2,106,107100,23,33.71000051,1,0,1,5,0,5,0.148323937
1314408,1178,179975,50-59,2,107,877769,160,232.5900005,13,4,17,65,400,465,1.999226102
1314409,1178,179976,50-59,2,108,212508,33,47.69000006,4,1,5,20,100,120,2.516250783
1314410,1178,179977,50-59,2,109,1129773,252,358.189997,13,2,15,65,200,265,0.739830822
1314411,1178,179978,50-59,2,110,637549,120,173.8800035,3,0,3,15,0,15,0.086266389
1314412,1178,179979,50-59,2,111,151531,28,40.28999949,2,0,2,10,0,10,0.248200549
1314414,1178,179981,50-59,2,113,790253,135,198.7100005,8,2,10,40,200,240,1.207790244
1314415,1178,179982,50-59,2,114,513161,114,165.6099987,5,2,7,25,200,225,1.358613621
